,price,year,km,engine_size,horse_power
23665,160000,2011,277000,1598,105
23666,177000,2018,44000,1201,76
23667,229000,2012,115000,1401,176
23668,238500,2018,16300,999,110
23669,252000,2016,83004,1598,125
23670,305000,2020,8000,1401,101
23671,32000,1995,83000,1500,70
23672,37000,1993,100000,1581,83
23673,419000,2016,19800,1401,151
23674,42000,1994,245000,1597,90
23675,47000,2000,149000,1298,69
23676,59500,2004,166000,1242,81
23677,72500,1994,310000,1997,136
23678,91500,2008,191900,1584,98
23679,92300,2010,199500,1598,113
23680,93500,2008,243000,1493,110
23681,110750,2015,80000,1201,76
23682,115000,2000,261000,1781,150
23683,127000,2016,142000,1401,51
23684,135000,2012,217000,1461,110
23685,155000,2010,58000,1201,76
23686,188250,2016,159000,1201,76
23687,300000,2016,214000,1598,120
23689,390000,2014,82000,1801,176
23690,49000,1996,325000,1998,136
23691,69000,1995,446000,1998,136
23693,93750,2009,252145,1560,110
23694,108750,2016,144000,1461,90
23695,119500,2013,166000,1461,90
23696,132000,2012,160000,1595,125
23697,157000,2008,248000,1801,126
23698,166000,2017,135000,1396,90
23699,175000,2013,30000,1364,90
23700,197900,2002,339000,3600,272
23701,227900,2020,0,1200,76
23702,289000,2020,57000,1401,126
23704,46500,2001,270000,1242,75
23705,875500,2020,14000,1401,151
23706,96000,2014,161500,1201,76
23707,120900,2012,158000,1560,115
23708,123900,2012,75500,1390,85
23709,159750,2016,160000,1364,90
23710,160000,2011,277000,1598,105
23711,185500,2015,59000,1364,140
23712,214750,2021,950,1201,76
23713,252000,2016,83004,1598,125
23714,305000,2020,8000,1401,101
23715,353000,2012,54000,1595,156
23716,37000,1993,100000,1581,83
23717,37900,1998,275000,1201,51
23718,460000,2017,92000,1801,176
23719,73500,2013,235000,1461,90
23720,100000,2010,86000,1493,110
23721,114500,2015,195000,1461,90
23722,156850,2015,190000,1560,115
23723,162750,2015,168000,1364,90
23724,169000,2018,48000,1461,90
23725,172750,2016,105000,1422,90
23726,174000,2010,312000,1968,143
23727,187000,2008,173000,1796,184
23728,205250,2017,93000,1598,136
23730,252000,2018,50000,1597,120
23731,29500,1994,270000,1581,83
23732,93750,2015,175000,1201,76
23733,109000,2007,287000,1595,125
23734,113000,2010,250000,1598,115
23735,129500,2017,95000,1461,90
23736,169850,2016,148000,1560,95
23738,198000,2016,109000,1461,110
23739,210000,2012,152000,1401,126
23741,335500,2021,7,999,110
23742,37500,1998,230000,1581,103
23743,66000,2011,515000,1399,97
23744,79000,1993,432000,1801,126
23746,110000,2010,70000,1595,125
23747,121250,2012,135000,1396,108
23748,125750,2013,179000,1364,90
23749,128000,2004,359000,1781,150
23750,148500,2021,6910,1368,95
23751,175000,2014,40000,1401,101
23752,205000,2012,149800,1390,122
23753,30000,1993,127000,1581,80
23754,520000,2014,196000,1995,218
23755,79500,2000,228000,1598,100
23756,80000,2010,148000,1390,75
23757,81800,2006,180000,1461,75
23758,87500,1997,371444,1998,136
23759,111800,2009,187000,1461,80
23760,118500,2012,137000,1329,99
23761,185900,2001,425000,3199,224
23762,187000,2016,116000,1560,115
23763,203500,2017,104800,1395,125
23764,299900,2012,180000,1801,176
23765,42500,1993,175000,1401,51
23766,499750,2017,62000,1968,190
23767,55750,1997,386000,1801,126
23771,85000,2011,154000,1390,75
23772,113500,2007,229500,1598,124
23773,126000,2016,128000,1598,120
23775,185750,2017,175000,1461,110
23776,193000,2014,71000,1401,126
23777,209500,2014,248123,1598,120
23778,219500,2008,382000,2967,233
23779,237900,2008,148000,1601,176
23780,244950,2021,0,1401,101
23781,28500,1992,6000,1581,83
23783,54000,1996,190000,1201,76
23784,88750,2006,255000,1248,90
23785,110500,2011,257500,1461,105
23786,131900,2016,115000,1248,95
23787,151000,2017,173000,1582,136
23788,164750,2015,117000,1401,126
23789,165000,2016,141000,1499,120
23790,217500,2017,140000,1461,110
23792,410000,2014,99000,1592,170
23793,415000,2011,215000,1601,201
23794,42000,1995,181000,1581,83
23795,499750,2020,15100,1401,126
23796,72000,2000,346000,1781,150
23797,89750,2001,139000,1598,100
23798,107900,2015,185000,1461,75
23799,114500,2007,144000,1596,125
23800,134000,2008,103000,1401,101
23801,159000,2012,57800,1339,100
23802,204500,2018,75000,1598,115
23803,238500,2018,16300,999,110
23804,257750,2015,82000,1598,110
23805,297500,2016,115000,1401,126
23806,52250,1993,1111,1581,83
23807,59500,2004,166000,1242,81
23808,645000,2017,32000,1595,156
23809,93500,2008,243000,1493,110
23810,94750,2004,198000,1598,100
23811,107500,2014,76000,1198,80
23812,108750,2013,172000,1390,85
23813,132000,2011,199000,1560,111
23814,135900,2017,70000,1461,75
23815,154500,2008,106000,1401,101
23816,156850,2015,190000,1560,115
23817,162750,2015,168000,1364,90
23818,169000,2014,60000,1598,105
23819,169000,2018,48000,1461,90
23821,170500,2018,86000,1582,136
23822,174000,2010,312000,1968,143
23823,174000,2006,113000,1308,192
23824,177850,2020,13000,1368,100
23825,179000,2020,16000,1200,101
23826,240000,2015,132000,1560,115
23827,252000,2018,50000,1597,120
23828,279000,2014,39935,1595,122
23829,28750,2000,169000,1500,78
23830,29500,1994,270000,1581,83
23831,345500,2017,122034,1598,120
23832,485000,2016,56500,1401,151
23833,66500,2004,299645,1399,83
23834,77500,2007,200000,1390,75
23836,85500,2006,221000,1584,98
23837,92000,2014,188000,1248,95
23838,109900,2011,159000,1398,70
23839,124500,2010,210000,1364,90
23841,134750,2012,153000,1248,95
23842,135900,2017,70000,1461,75
23843,170500,2018,86000,1582,136
23844,199750,2012,196257,1598,105
23845,345500,2017,122034,1598,120
23846,35000,1995,250000,1581,80
23847,48000,1999,40000,1397,72
23848,56750,1989,250000,1596,100
23849,670000,2018,57900,1595,156
23850,92000,2014,188000,1248,95
23851,116000,2014,137500,1401,51
23852,138500,2014,165000,1598,110
23853,158500,2015,104000,1598,125
23854,171900,2018,88000,1582,136
23855,175750,2016,83000,1422,90
23856,190950,2016,94000,1461,110
23857,22000,1989,290000,1581,80
23858,252000,2011,171000,1801,126
23859,373000,2015,130000,1401,151
23860,38500,1998,50000,1397,72
23861,408000,2018,25000,1461,116
23862,44000,2000,208000,1368,77
23863,84500,2006,293000,1201,76
23864,120000,2008,251200,1598,115
23865,125000,2012,190000,1461,110
23866,133000,2008,297000,1390,125
23867,152750,2012,148000,1201,76
23868,179750,2016,81000,1596,125
23869,235000,2020,20500,1598,132
23870,25950,1994,287000,1372,71
23871,255000,2017,48000,1401,126
23873,33000,1994,185000,1581,80
23874,44500,1982,255000,2501,76
23875,920000,2017,25000,1998,252
23876,95000,2015,96000,1149,75
23877,107000,2014,140000,1248,85
23879,189000,2019,800,1398,90
23880,24000,1989,98484,1581,80
23882,305500,2014,255000,1462,109
23883,435000,2018,63000,1995,190
23884,45000,1998,170000,1598,90
23885,535000,2017,118000,1201,126
23886,56000,2005,220000,1242,81
23887,64750,2001,380000,1596,100
23888,67000,2000,240000,1332,86
23889,82000,2005,270000,1598,115
23890,102500,1994,390000,2497,113
23892,137500,2011,130000,1364,90
23893,138500,2000,175000,1801,126
23894,145900,2014,123000,1401,101
23895,148000,2015,158000,1461,90
23896,193500,2017,126000,1499,120
23897,213900,2018,57000,1598,115
23898,286990,2016,69350,1598,110
23899,31000,1998,40000,1372,71
23900,51500,2003,269785,1242,80
23901,60000,1999,300000,1201,76
23902,60250,2004,202000,998,60
23903,107000,2010,173000,1242,82
23904,116000,2016,139000,1401,51
23905,121750,2009,213500,1595,125
23906,126000,2016,134000,1461,75
23907,225000,2012,340000,1801,126
23909,240000,2020,20000,1598,132
23910,255000,2017,124000,1598,115
23911,395750,2012,183000,1801,176
23912,68500,1993,280000,1799,122
23913,68750,2001,307192,1389,90
23914,83000,2009,190000,1201,76
23915,94500,2010,220000,1401,101
23916,115750,2011,72000,1401,101
23917,134990,2011,150000,1401,76
23919,204500,2018,75000,1598,115
23920,205000,2019,9100,1401,76
23921,275000,2013,260000,1801,176
23922,290000,2020,10000,1597,125
23923,349000,2015,67000,1462,109
23924,35750,1996,220000,1581,75
23925,455000,2015,167000,1968,190
23926,50000,2000,90000,1581,96
23927,67000,2004,232000,1389,90
23929,124950,2010,147500,1401,101
23930,128000,2011,186000,1596,125
23931,138000,2014,160000,1461,110
23932,145000,2020,18000,1368,95
23933,205000,2013,339000,1801,176
23934,21000,1989,45000,1581,80
23935,36750,1992,321113,2498,143
23936,406900,2017,105000,1598,120
23937,424900,2016,105000,1598,136
23938,95000,2012,320000,1582,128
23939,95750,2007,165000,1201,76
23940,97500,2012,160000,1461,75
23943,122000,2013,56000,1248,85
23944,126500,2013,161000,1461,90
23945,146000,2013,94200,1248,95
23946,147500,2013,110000,1339,100
23947,182500,2016,130000,1499,120
23949,197750,2007,282000,2148,150
23950,198000,2009,161000,1390,125
23952,388500,2018,59000,1598,120
23953,57000,1991,394000,1601,101
23954,98750,2015,210000,1201,76
23955,102500,2012,193000,1368,77
23956,107750,2011,118000,1398,70
23957,132500,2012,180000,1201,76
23958,139000,2012,132600,1364,90
23959,172500,2014,119000,1401,101
23960,193900,2017,49500,1461,110
23961,20000,1987,45545,1297,65
23962,215750,2015,54000,1598,125
23963,234500,2014,155000,1598,110
23964,307000,2012,90000,1598,136
23966,498000,2018,33000,1598,136
23967,70900,2005,209000,1201,76
23968,106000,2014,98000,1199,73
23969,109000,2007,287000,1595,125
23970,110000,2012,108000,1598,124
23971,115000,2011,330000,1248,95
23972,122000,2010,215000,1499,109
23973,123000,2009,276000,1596,100
23974,146000,2019,16150,898,90
23975,16500,1991,100000,1597,90
23976,169850,2016,148000,1560,95
23977,171900,2018,88000,1582,136
23978,175750,2016,83000,1422,90
23980,18000,1993,155000,1499,68
23981,19900,1993,207000,1289,57
23982,190950,2016,94000,1461,110
23983,198000,2016,109000,1461,110
23984,216000,2016,58850,1598,110
23986,230000,2018,29000,1598,120
23987,250000,2009,158000,1995,177
23988,42500,1997,357000,1597,88
23989,44000,2000,208000,1368,77
23990,78000,2009,80000,1328,93
23991,85000,2009,219000,1582,90
23992,86500,1987,370000,5001,201
23994,90000,2002,154000,1401,101
23995,145000,2010,227000,1390,122
23996,150000,2017,110000,1248,95
23998,220000,2011,350000,1995,184
23999,225000,2018,62000,1461,110
24000,27500,1987,99000,1297,65
24001,29750,1994,230000,1598,90
24002,310000,2015,86000,1598,110
24003,339500,2021,11200,1597,125
24004,368900,2017,62000,1461,109
24005,53000,1998,270000,1998,115
24007,92000,2007,170000,1201,76
24009,115000,2008,105000,1595,102
24010,133000,2017,130000,1248,95
24011,143900,2012,148500,1201,76
24012,144000,2011,146000,1595,125
24014,215000,2020,6750,1200,76
24015,215900,2020,7500,1461,115
24016,224900,2017,71142,1401,126
24018,318000,2013,92000,1598,170
24019,386900,2018,96000,1461,109
24020,74500,2008,208000,1388,80
24021,101000,2011,215000,1595,125
24022,174500,2017,122500,1461,90
24023,274900,2010,174000,1801,176
24024,315000,2016,126000,1598,120
24025,33900,1998,120000,1581,80
24026,333900,2015,106000,1401,101
24027,36000,1993,290000,1581,75
24030,75000,2006,340000,1801,126
24031,79000,2009,100500,1399,97
24032,80000,2004,140000,1298,87
24033,86000,2005,226911,1595,102
24034,124000,2013,133000,1598,115
24035,134750,2008,220000,1995,143
24036,134999,2016,117000,1596,105
24038,152000,2020,22000,1368,95
24039,175000,2013,92000,1364,90
24040,211800,2015,88000,1200,101
24041,26500,1992,91600,1581,83
24042,297900,2021,0,1401,101
24045,75500,2004,280000,1598,115
24046,79500,2010,157000,1390,75
24047,101000,2004,236000,1401,101
24048,105000,2015,205000,1461,90
24050,161750,2019,69000,1201,76
24051,180000,2015,155000,1499,120
24052,197900,2006,280000,2967,233
24053,252000,2015,90000,1201,151
24054,378900,2015,53000,1598,136
24055,465000,2015,138200,1801,176
24056,75900,2001,55000,1401,76
24057,80000,2000,188000,1398,97
24058,85000,2011,227000,1493,110
24059,92500,2008,172000,1598,115
24060,132900,2013,117000,1401,101
24061,135000,2011,98000,1595,125
24062,158000,2021,0,1368,95
24063,165500,2011,221197,1956,190
24064,173750,2013,85000,1598,132
24065,191800,2013,99000,1390,160
24066,255000,2012,118500,1401,151
24067,375000,2014,94250,1401,151
24068,43500,1997,284000,1948,139
24069,45000,1999,350000,1581,83
24070,70000,2006,222000,1201,51
24071,875000,2016,38000,1968,190
24072,90000,2005,114000,1341,82
24073,115000,2001,320000,2979,231
24074,148000,2015,158000,1461,90
24075,182000,2020,20604,1499,102
24076,195000,2013,74800,1197,105
24077,30999,1994,150000,1581,83
24079,53000,1997,400000,1396,90
24080,65000,2000,188000,1870,98
24081,665900,2020,38000,1801,176
24082,70000,2001,250000,1596,100
24084,88500,2005,250000,1401,101
24086,116000,2016,139000,1401,51
24087,121750,2009,168000,1365,90
24088,135900,2011,183000,1560,110
24089,156750,2017,33000,1398,90
24090,162500,2015,145000,1461,110
24091,185000,2002,475000,4966,307
24092,228900,2020,0,1201,101
24094,269000,2004,239000,2979,231
24095,299999,2020,2950,1401,101
24096,313900,2017,42000,1598,120
24097,39900,1995,125000,1581,83
24098,89000,2017,480000,1248,95
24099,1580000,2020,780,1984,245
24100,102000,2007,240000,1968,140
24101,108000,2015,174000,1248,95
24102,135500,2012,190000,1595,125
24103,149000,2014,147000,1396,90
24104,180000,2017,110000,1598,115
24105,205000,2019,9100,1401,76
24107,35000,1990,100000,1581,83
24108,590000,2008,246000,2501,226
24109,74900,2009,140000,1401,101
24110,82750,2008,320000,1461,100
24111,87500,2000,300000,1596,100
24112,107900,2005,292000,1590,110
24113,111500,2009,232000,1242,69
24114,117900,2011,217000,1397,100
24115,128750,2012,190000,1364,90
24116,138000,2014,160000,1461,110
24117,180000,2018,99000,1461,90
24119,302500,2018,47263,1401,101
24120,347000,2013,86000,1401,126
24122,48750,2003,388000,1686,75
24123,66500,1986,414000,2001,76
24124,81950,2005,235000,1801,126
24125,102000,2008,110000,1586,122
24126,110000,2010,70000,1595,125
24127,113000,2011,183000,1598,124
24128,120000,2008,251200,1598,115
24129,125750,2013,179000,1364,90
24130,128000,2004,359000,1781,150
24131,145000,2018,77000,1560,100
24132,175000,2014,40000,1401,101
24133,189900,2021,0,1200,76
24134,201000,2009,330000,1796,184
24135,22900,1993,99500,1500,75
24136,227500,2014,137000,1401,126
24137,25950,1994,287000,1372,71
24138,255000,2017,48000,1401,126
24139,264500,2018,124000,1598,120
24140,30000,1993,127000,1581,80
24141,345000,2014,138000,1995,184
24142,48750,1998,255000,1389,90
24143,51000,2003,205000,1390,75
24144,53000,1996,260000,1984,210
24146,74000,2004,155000,1240,80
24147,81800,2006,180000,1461,75
24149,92750,2004,170000,1401,101
24150,95000,2004,200000,1598,120
24151,95000,2015,96000,1149,75
24152,103900,2005,269000,1590,110
24153,115000,2011,290000,1560,90
24154,124000,2006,215000,1598,115
24155,132000,2007,153000,1498,95
24156,137750,2012,140000,1364,90
24157,187000,2017,28000,1598,110
24158,193900,2017,49500,1461,110
24159,430250,2017,117000,1968,190
24160,47500,1997,11111,1581,83
24161,55000,1996,350000,1998,115
24162,63500,2003,238000,1401,101
24163,81250,2011,130000,1248,78
24164,89000,1995,298950,1801,126
24165,105000,2008,271000,1598,105
24166,117000,2009,222000,1201,76
24168,137750,2016,125000,1461,110
24169,161000,2019,43000,1201,76
24170,215900,2020,7500,1461,115
24171,248000,2013,203000,1801,126
24172,27500,1995,1111,1581,83
24173,275000,2012,217000,1801,176
24175,49750,2000,260000,1332,86
24176,78000,2006,280000,1599,107
24177,97000,2001,240000,1801,126
24179,154900,2018,51000,1248,95
24180,167500,2012,168000,1595,125
24181,185250,2017,138000,1461,110
24182,36750,1991,92000,1581,83
24183,369000,2012,196000,2001,201
24184,420000,2015,96000,1499,136
24185,55000,2001,280000,1998,150
24187,65000,2006,211000,1598,100
24188,695000,2017,32000,1984,252
24189,75000,2005,314000,1599,107
24192,162900,2008,315000,1968,136
24193,195900,2018,25000,1598,132
24194,208000,2013,164000,1598,170
24195,220000,2015,49000,1401,101
24196,262500,2016,50000,1395,125
24197,30500,1992,185000,1390,83
24198,315000,2013,175000,1401,151
24199,346900,2016,110000,1401,151
24200,36500,1996,158000,1601,101
24202,78900,2013,250000,1248,95
24203,79500,2010,157000,1390,75
24204,108000,1996,540000,1801,126
24205,109000,2010,170000,1596,100
24207,160000,2016,161000,1198,130
24208,260000,2017,69000,1201,101
24209,34000,1993,189000,1397,72
24210,37000,1996,75000,1581,83
24212,659900,2012,205000,2967,245
24213,69900,1999,365000,1598,110
24214,85500,2005,235000,1598,100
24215,87000,2009,200000,1493,110
24216,92500,2015,250000,1201,76
24217,117750,2015,215000,1396,90
24218,119900,2012,230000,1401,76
24219,143900,2013,68000,1401,101
24220,169750,2012,141000,1598,105
24221,287500,2012,170000,1796,156
24222,327000,2014,199000,1801,176
24223,348000,2020,0,1496,122
24224,40000,2001,16750,1401,76
24225,60000,2000,198000,1390,75
24226,609900,2016,97000,1968,190
24227,69900,2000,257000,1598,110
24228,75000,2001,381000,1401,101
24229,78900,2013,254000,1248,95
24230,105900,2005,180000,1596,100
24231,143000,2001,334000,1998,163
24232,159900,2019,71960,1461,75
24234,213750,2017,150000,1461,110
24235,258500,2018,18000,1401,101
24236,262000,2017,109000,1598,136
24237,279750,2017,33000,1395,125
24238,326500,2014,140000,1401,151
24239,45000,1994,129000,1581,83
24240,63900,1999,279000,1598,110
24241,70000,2010,245000,1401,101
24242,92500,2014,140000,1201,76
24244,121000,2013,155000,1461,90
24245,123900,2007,123000,1598,110
24246,136000,2013,130000,1596,105
24247,138950,2016,156000,1582,136
24248,148750,2009,106000,1498,95
24249,212500,2013,166483,1598,136
24250,222500,2017,119000,1598,136
24251,242500,2017,77460,1401,101
24252,26750,1993,209000,1581,80
24253,345000,2016,172000,1968,190
24254,359750,2016,17000,1598,120
24255,72000,2005,199000,1390,98
24256,105000,2011,71000,1390,75
24257,146000,2011,117000,1598,115
24258,162000,2011,160000,1596,160
24259,175000,2015,151000,1401,101
24260,179750,2012,18000,1595,125
24261,228500,2013,100000,1598,105
24262,318750,2013,166500,1801,176
24263,38500,2001,150000,1581,83
24264,475000,2016,77000,1401,151
24265,60000,1998,125000,999,54
24266,64500,2014,650000,1201,76
24267,77999,2007,135555,1390,75
24268,87900,2001,196000,1598,110
24269,119950,2015,187750,1401,51
24270,134900,2008,205000,1595,125
24271,137750,2018,79990,1461,90
24272,224000,2014,106000,1401,101
24273,239000,2012,173000,1801,126
24274,294900,2016,95000,1401,151
24275,34750,2000,155000,1581,96
24276,475000,2014,120000,1401,151
24277,49750,2001,313000,1389,60
24278,65750,2002,220000,1201,76
24279,82500,2007,350000,1461,100
24281,89900,2011,118000,1399,97
24282,107000,2014,140000,1248,85
24283,111800,2009,187000,1461,80
24285,118500,2012,137000,1329,99
24286,134500,2017,21000,1199,83
24287,137000,2014,54400,1461,110
24288,165000,2012,220000,1598,105
24289,170000,2011,263000,1401,176
24290,178000,2013,205000,1401,101
24291,187000,2016,116000,1560,115
24292,19000,1992,185000,1499,68
24293,190000,2015,98500,1496,120
24294,205000,2018,89000,1582,136
24295,309500,2013,162000,1401,151
24296,42500,1993,175000,1401,51
24297,428000,2016,72000,1401,151
24298,45000,1998,170000,1598,90
24299,499750,2017,62000,1968,190
24300,56000,2005,220000,1242,81
24301,58500,2001,290000,1597,103
24302,630000,2018,25000,1801,226
24303,65000,1992,29000,1401,76
24305,78750,2004,240000,1498,98
24306,85000,2010,169000,1150,72
24307,92000,2009,190000,1598,103
24308,95000,2004,198000,1598,120
24309,128500,2008,130000,1596,100
24310,129900,2007,190000,1595,125
24311,137500,2013,198000,1591,132
24312,172700,2017,87900,1461,90
24313,243000,2014,87000,1401,101
24314,244900,2018,60000,1598,136
24315,25650,2001,195000,1581,83
24316,269500,2014,165000,1401,76
24317,282500,2008,160000,1995,170
24318,293000,2019,44500,1601,101
24319,30000,1995,99999,1581,75
24320,32750,1984,17000,1397,72
24321,658000,2020,0,1401,176
24322,115000,2011,143000,1398,100
24323,116000,2011,112000,1461,85
24324,117900,2010,275000,1595,125
24325,127000,2011,140000,1461,85
24326,158950,2016,27000,1368,100
24327,169850,2015,11000,1201,76
24328,189700,2011,258000,1995,184
24329,232000,2017,216000,1598,120
24330,243000,2019,116000,1401,101
24332,40000,2000,166000,1372,71
24333,49750,2001,48000,1581,83
24334,600000,2016,139000,1968,190
24335,105500,2015,150000,1201,76
24336,119000,2007,122650,1339,83
24337,133000,2014,225626,1461,90
24338,155000,1990,465000,3001,151
24339,161500,2012,175000,1461,110
24340,169500,2016,64000,1596,105
24341,175000,2011,130000,1201,101
24342,182750,2018,30000,1598,132
24343,27950,1993,59575,1581,80
24344,275000,2015,107000,1598,110
24345,66750,1998,210000,2001,151
24346,73750,2010,292500,1401,76
24347,869000,2020,8000,1401,151
24348,115000,2009,65000,1201,76
24349,125000,2016,150000,1598,120
24351,147750,2011,73000,1339,100
24352,159000,2016,215900,1499,120
24353,165750,2017,75000,1598,115
24354,189500,2015,180000,1461,110
24355,201000,2011,109000,1390,122
24356,24000,1991,199000,1581,83
24357,286000,2016,110000,1598,110
24358,419000,2016,19800,1401,151
24359,72000,2004,270000,1998,147
24360,72500,1994,310000,1997,136
24361,142000,2020,3500,898,90
24362,145000,2013,78500,1396,100
24364,152000,2016,90000,1201,76
24366,185750,2016,120000,1499,120
24367,205000,2015,110000,1598,125
24368,22500,1994,220000,1581,80
24369,279000,2014,39935,1595,122
24370,305000,2018,101000,1401,101
24371,485000,2016,56500,1401,151
24372,66500,2008,195000,1368,77
24373,87900,2006,191000,1390,98
24374,115000,2011,330000,1248,95
24375,118000,2011,102000,1388,96
24376,144750,2015,90000,1248,84
24377,147950,2017,136000,1598,120
24379,186000,2015,223000,1461,110
24380,191000,2015,155500,1598,110
24381,25000,1993,70000,1581,83
24382,250000,2009,158000,1995,177
24384,56750,2005,265000,1401,51
24385,86500,1987,370000,5001,201
24386,98000,2005,261000,1401,101
24387,122750,2016,110000,1461,90
24388,152500,2015,145000,1596,105
24389,155900,2013,136000,1598,105
24390,160900,2017,78000,1461,90
24391,197950,2018,47000,1201,76
24392,201000,2009,330000,1796,184
24393,226750,2018,68000,1401,101
24394,249000,2015,137000,1598,110
24395,345000,2014,138000,1995,184
24396,44999,1997,235487,1998,133
24397,48750,1998,255000,1389,90
24398,61000,1997,151000,1581,83
24399,93000,2011,116000,1493,88
24400,104000,2006,193800,1590,110
24401,118500,2012,170000,1582,128
24402,179900,2016,330000,1461,110
24403,195000,2015,230000,1401,101
24404,225500,2016,18000,1598,132
24405,27500,1991,1111,1581,78
24406,301500,2016,92470,1598,110
24407,309500,2013,162000,1401,151
24408,42000,1994,132000,1581,83
24409,428000,2016,72000,1401,151
24410,66000,2005,330000,1401,76
24412,92000,2009,190000,1598,103
24413,110750,2015,80000,1201,76
24414,118000,2012,157000,1388,96
24415,118750,2011,134000,1201,76
24416,135000,2012,217000,1461,110
24418,188000,2015,42000,1598,132
24419,295000,2017,60786,1598,110
24420,300000,2016,214000,1598,120
24421,350900,2014,133000,1801,176
24422,37500,1995,200000,1581,83
24423,405000,2014,144000,1401,151
24424,58750,1998,230000,1590,116
24426,108750,2016,144000,1461,90
24427,115000,2000,261000,1781,150
24428,127000,2016,142000,1401,51
24429,155000,2010,58000,1201,76
24430,166000,2017,135000,1396,90
24431,187000,2016,163000,1598,136
24432,188250,2016,159000,1201,76
24433,289000,2020,57000,1401,126
24435,335000,2014,136000,1598,170
24437,93750,2009,252145,1560,110
24438,96000,2014,161500,1201,76
24440,113500,2007,229500,1598,124
24441,118750,2011,134000,1201,76
24442,140000,2019,18200,898,90
24443,145000,2019,59500,1499,100
24444,145900,2014,123000,1401,101
24445,146000,2014,140000,1197,105
24447,172000,2018,42500,1201,76
24448,175000,2005,315000,2501,276
24449,185000,2013,175403,1598,105
24450,213900,2018,57000,1598,115
24451,219500,2008,382000,2967,233
24452,244950,2021,0,1401,101
24453,27500,2000,213000,1499,77
24454,28500,1992,6000,1581,83
24455,305000,2016,93000,1401,101
24456,350900,2014,133000,1801,176
24457,405000,2014,144000,1401,151
24458,44500,1998,297000,1498,88
24459,51500,2003,269785,1242,80
24460,54000,1996,190000,1201,76
24461,55000,1991,278000,1401,76
24462,82500,2005,184800,1332,95
24463,85000,2010,158000,1328,93
24464,88500,2012,130000,1398,100
24465,95000,2004,196000,1598,120
24466,119500,2013,166000,1461,90
24467,123900,2012,75500,1390,85
24468,132000,2012,160000,1595,125
24469,157000,2008,248000,1801,126
24470,175000,2013,30000,1364,90
24471,214750,2021,950,1201,76
24473,37900,1998,275000,1201,51
24474,390000,2014,82000,1801,176
24475,46500,2001,270000,1242,75
24476,49000,1996,325000,1998,136
24477,69000,1995,446000,1998,136
24478,73500,2013,235000,1461,90
24479,100000,2010,86000,1493,110
24480,114500,2015,195000,1461,90
24481,120900,2012,158000,1560,115
24482,159750,2016,160000,1364,90
24483,160000,2011,277000,1598,105
24484,172750,2016,105000,1422,90
24485,197900,2002,339000,3600,272
24486,227900,2020,0,1200,76
24487,252000,2016,83004,1598,125
24488,305000,2020,8000,1401,101
24489,37000,1993,100000,1581,83
24490,875500,2020,14000,1401,151
24491,93750,2015,175000,1201,76
24492,129500,2017,95000,1461,90
24493,156850,2015,190000,1560,115
24494,162750,2015,168000,1364,90
24495,169000,2018,48000,1461,90
24496,174000,2010,312000,1968,143
24497,185500,2015,59000,1364,140
24498,252000,2018,50000,1597,120
24499,29500,1994,270000,1581,83
24500,335500,2021,7,999,110
24501,353000,2012,54000,1595,156
24502,37500,1998,230000,1581,103
24503,460000,2017,92000,1801,176
24504,66000,2011,515000,1399,97
24505,109000,2007,287000,1595,125
24506,121250,2012,135000,1396,108
24507,148500,2021,6910,1368,95
24508,169850,2016,148000,1560,95
24510,187000,2008,173000,1796,184
24511,198000,2016,109000,1461,110
24512,205000,2012,149800,1390,122
24513,205250,2017,93000,1598,136
24516,80000,2010,148000,1390,75
24518,110000,2010,70000,1595,125
24519,113000,2010,250000,1598,115
24520,125750,2013,179000,1364,90
24521,128000,2004,359000,1781,150
24522,175000,2014,40000,1401,101
24523,203500,2017,104800,1395,125
24524,210000,2012,152000,1401,126
24525,30000,1993,127000,1581,80
24528,79000,1993,432000,1801,126
24529,81800,2006,180000,1461,75
24530,85000,2011,154000,1390,75
24531,111800,2009,187000,1461,80
24532,118500,2012,137000,1329,99
24533,126000,2016,128000,1598,120
24534,185750,2017,175000,1461,110
24535,187000,2016,116000,1560,115
24536,193000,2014,71000,1401,126
24537,209500,2014,248123,1598,120
24538,42500,1993,175000,1401,51
24539,499750,2017,62000,1968,190
24540,520000,2014,196000,1995,218
24542,79500,2000,228000,1598,100
24543,87500,1997,371444,1998,136
24544,113500,2007,229500,1598,124
24545,131900,2016,115000,1248,95
24546,151000,2017,173000,1582,136
24548,185900,2001,425000,3199,224
24549,217500,2017,140000,1461,110
24550,219500,2008,382000,2967,233
24551,244950,2021,0,1401,101
24552,28500,1992,6000,1581,83
24553,299900,2012,180000,1801,176
24554,499750,2020,15100,1401,126
24555,54000,1996,190000,1201,76
24556,55750,1997,386000,1801,126
24557,107900,2015,185000,1461,75
24558,110500,2011,257500,1461,105
24559,164750,2015,117000,1401,126
24560,165000,2016,141000,1499,120
24561,237900,2008,148000,1601,176
24562,238500,2018,16300,999,110
24565,42000,1995,181000,1581,83
24566,59500,2004,166000,1242,81
24567,72000,2000,346000,1781,150
24568,88750,2006,255000,1248,90
24569,93500,2008,243000,1493,110
24570,114500,2007,144000,1596,125
24571,134000,2008,103000,1401,101
24572,135900,2017,70000,1461,75
24573,159000,2012,57800,1339,100
24574,170500,2018,86000,1582,136
24575,204500,2018,75000,1598,115
24576,257750,2015,82000,1598,110
24577,345500,2017,122034,1598,120
